Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
1/25/2019,298776,RING CHAIRTECH AS,Automatisk justerende stolmekanisme,941162738,ukjent,RINGSAKER,MOELV,JA,NEI,2019,2021,2/15/2019,"Ring ChairTech har en historikk som metall bearbeidende bedrift med egen utviklingsavdeling. Vår forretningside er å utvikle samt produsere sitte teknologi for ulike konfigurasjoner av stoler. Del av selskapets nye strategi er å utvikle produktkonsepter også i andre materialer enn stål/metall. Ring ChairTech (nytt navn fra 01/01/2019, tidligere Ring Mekanikk) har røtter helt tilbake fra 1942 som møbelprodusent. Vi produserte vår første stolmekanisme basert på torsjonfjær teknologi tilbake i 1949. Har siden solgt og produsert rundt regnet 11 millioner stolmekanismer, hovedsakelig eksportert ut av Norge. Vi har en ambisjon om å være verdensledende på teknologi som fremmer sittekomfort hos våre kunder. Alle utviklingsaktiviteter skjer på avledningen i Moelv, Norge. For å overleve inn i fremtiden må det satses på ny teknologi. Vi ser at markedet endres og at kundene har ønsker om andre produkter. En av de trendene vi ser i vår markedsnisje er at stoler for fremtiden skal være mest mulig selvjusterende. Kontoret endrer seg fra et sted å arbeide til et sted å møtes. Betyr at den enkelte stol i løpet av en dag benyttes av ulike mennesker (som kommer i ulike størrelser og vektklasser). Du jobber dere du til enhver tid befinner deg. Betyr igjen at tiden for eksempelvis kontorstoler med et utall hendler og innstillinger der en nesten må ha et kurs for å innstille stolen riktig i det store bildet er historie. Fremtiden er funksjonalitet som ikke sees. Stoler som justerer seg automatisk til brukerens vekt/størrelse uten at brukeren trenger å bruke energi på dette. I denne sammenheng ønsker vi å utforske muligheten for bruk av moderne sensor teknologi. Kan vi tilby våre kunder verdensledende teknologi på dette området? Er det mulig å se for seg en stol der teknologien automatisk stiller inn funksjonalitet/sittekomfort i produktet?"
1/25/2019,298780,"TESLO, BRUAAS & KALVE AS",Premium eiendomsmeglingstjeneste for maksimal kvadratmeterpris,913781023,ukjent,BERGEN,BERGEN,NEI,JA,2019,2021,3/29/2019,
1/25/2019,298781,HELGELAND KRAFT NETT AS,Dynamisk Lastkontroll i svake nett,917424799,Nordland,VEFSN,MOSJØEN,JA,NEI,2019,2020,2/22/2019,"Prosjektet går ut på å utvikle metode og utstyr for å tilby en dynamisk lastuttak, gitt av hvor stor kapasitet som til enhver tid er tilgjengelig. Kapasiteten beregnes fra strøm- og spenningsmålinger som foretas i sanntid."
1/25/2019,298783,SCISTRON AS,MERKElig fisk,913029801,Nordland,VEFSN,MOSJØEN,JA,NEI,2019,2022,4/2/2019,"Rømt oppdrettslaks behøver et pass for at myndigheter skal finne eier, anlegg og livshistorie. Dette passet fins ikke i dag. Prosjektet skal dekke dette gapet og utvikle et unikt pass til oppdrettslaksen."
1/25/2019,298784,IK-NORWAY AS,Field Service 2019 Equipment & Solutions R&D,945914777,Rogaland,SOLA,STAVANGER,JA,NEI,2019,2020,4/12/2019,"IK-Norway Field Services provides highly engineered products and services with a focus on advanced technologies for high performance platforms and critical applications. Our technological expertise spans decades of innovation and we have compiled an extensive portfolio of critical technologies serving commercial, energy and industrial markets. Our technologies, some that are sole source or first-of-a-kind, achieve the demanding performance levels required for optimal safety, performance and reliability in difficult "
1/25/2019,298785,AKVATIK AS,Biologisk prosessering av makroalger,912547388,Nordland,BODØ,BODØ,JA,NEI,2019,2019,2/12/2019,"Prosjektet skal bidra til kvalifisering innen biologisk prosessering gjennom innledende testing av metoder og utstyr for prosessering av makroalger med sikte på bruk i fôr. Det legges vekt på metoder som kan gi prosesserte makroalger høy bio-tilgjengelighet, nærings verdi og pris. Det er en gryende interesse for bruk av bakterier og enzymer under råvare behandling og tilvirkning av mat for humant konsum, og i noen grad også til fôr til fisk og husdyr. Slik bruk kan skape et anvendelig produkt, godt egnet til en rekke applikasjoner og spesialprodukter gjennom videreforedling ved bruk av bioteknologiske metoder. Produktene vil ha en høy næringsverdi og grad av matvaresikkerhet, økt holdbarhet og lang lagringstid. Fôringredienser basert på biologisk prosessering makroalger vil derfor kunne bli et attraktivt alternativ for bruk som ingrediens i fôr. Makroalger inneholder mye vann som er en ulempe for videre transport og prosessering. Innledende forsøk vil avklare om prosesseringen kan foregå ved bruk av mindre mengder vann. Aktuelle metoder og utstyr for behandling, separasjon av vann og tørrstoff under prosesseringen skal belyses, planlegges for mulig utprøving i et hovedprosjekt. Det faglig grunnlaget med kompetanse-oppbygging og kvalifisering innen biologisk prosessering legges for å kunne utvikle et hovedprosjekt, hvor hovedmålet blir å utvikle produkter av makroalger rettet mot ingrediens-markedet knyttet til fôrindustrien."
1/28/2019,298792,LEVANGER DRIFT OG MONTASJE AS,Automatisk jordprøvetaker,992688467,Trøndelag,LEVANGER,LEVANGER,JA,NEI,2019,2020,2/22/2019,Vi skal finne fram til egnede og robuste prober for digital jordprøvetaking foretatt automatisk fra traktor. Apparatet skal i tillegg ta fulle jordprøver. Prøveresultatene skal sammen med posisjonen brukes til å analysere jordsmonn og regulere tilførsel av gjødsel og mineraler i til jorda.
1/28/2019,298793,LEVANGER DRIFT OG MONTASJE AS,IT-plattform for kartlegging og distribusjon av gjødsel.,992688467,Trøndelag,LEVANGER,LEVANGER,JA,NEI,2019,2021,2/22/2019,Sentral plattform for overføring av automatisk innhentede og analyserte jordprøver. Resultatene må videre kunne håndteres av traktorens og gjødselvognens GPS og styresystem for og til enhver tid dosere ut riktig mengde mineraler etter verdiene på jordprøveanalysene. Ved kontinuerlig bruk av et slikt system vil man kunne sikre at jordbruksarealene vil få tilført riktig mengde mineraler slik at ph-verdier og mineralnivå vil være i henhold til behov og forskrifter.
1/28/2019,298794,JOTUN A/S,Metallic Stabilization,923248579,ukjent,SANDEFJORD,SANDEFJORD,JA,NEI,2019,2020,3/29/2019,We are developing a new technology platform for metallic powder coatings.
1/28/2019,298797,JOTUN A/S,New Generation powder coating,923248579,ukjent,SANDEFJORD,SANDEFJORD,JA,NEI,2019,2019,3/29/2019,The project's objective is to develop a better performing powder coating technology.
1/28/2019,298799,TTC FINANS AS,"Artificial Intelligence in financial crossboarder transactions. Efficiency, compliance and PSDII",997002873,Oslo,OSLO,OSLO,JA,NEI,2019,2021,3/6/2019,"Økonomisk utvikling skjer ikke over bistandsbudsjettet men ved at vi utvikler bærekraftige strukturer som fremmer og forenkler økonomiske transaksjoner mellom industrialiserte land og u-land. Finansbransjen er ofte oppfattet som et destruktivt element for utvikling, men har på den annen side potensiale for å være en aktør som er med på å skape en bedre verden. Dette krever at noen tør å utfordre, utvikle løsninger som river ned gamle mindre bærekraftige strukturer. Dette søker vi å gjøre."
1/28/2019,298800,NORDIC LIGHT NORWAY AS,Røyk uten ild!,916712030,Oslo,OSLO,OSLO,JA,NEI,2019,2019,2/8/2019,I dette prosjektet skal Nordic Light Norway AS utvikle e-sigaretter med spesialfunksjonalitet for forenklet røykeslutt.
1/28/2019,298804,STRUKTURAS AS,Nytt utstyr og løsninger til framtidens brokonsepter,963175094,ukjent,BAMBLE,LANGESUND,JA,NEI,2019,2020,3/29/2019,"I prosjektet utforskes og utvikles nye ingeniørtekniske løsninger og nytt utstyr som gjør det mulig å bygge broer med spenn og dimensjoner større enn tidligere, og på en kostnadseffektiv og fleksibel måte."
1/29/2019,298811,SKEI HOLDING AS,Utvikling av nytt omnikanal-verktøy.,919897988,ukjent,BERGEN,BERGEN,JA,NEI,2019,2020,4/12/2019,Gjennom prosjektet utvikles en ny og kraftig handels- og markedsføringsløsning med ny teknologi.
1/30/2019,298819,NORWEGIAN AIR SHUTTLE ASA,Smarte kundereiser,965920358,ukjent,BÆRUM,FORNEBU,JA,NEI,2019,2021,2/22/2019,Prosjektets målsetning er å ta frem en innovativ plattform for smarte kundereiser.
1/30/2019,298824,PODREADY AS,PodReady,921733054,ukjent,VESTRE TOTEN,BØVERBRU,JA,NEI,2019,2021,2/28/2019,"Vi skal utvuikle et ""Netflix for podcast"", med url fremstilling som tar alt (itunes, cloudflare, spotify) hvor vi henter podcast til systemet. Vi utvikler en webløsning, både front-end og backend i tillegg til egen whitelabel-løsning for publisering i andre distribusjonsnettverk. Vi lager i tillegg en appvariant av løsning hvor hver bruker har en lyttestasjon i lommen."
1/30/2019,298825,SPOT ON SHOP AS,Spot On,921297815,ukjent,SANDEFJORD,SANDEFJORD,JA,NEI,2019,2021,2/15/2019,"Målsetningen vår er å hente ut en betydelig verdiskapning og kapitalisering ved å redusere matsvinn hovedsakelig rettet
mot Matvarekjedene, der kunden opplever en attraktiv tjeneste. Gjennom denne målsetningen oppnår vi tre vinnere; Bedriften, Miljøet og kunden. Verktøyet vi vil utvikle er en app som automatisk viser hva den enkelte butikk har av varer som snart går ut på dato. Applikasjonen slår seg på straks du går inn i en matvarebutikk, og viser deg de spesifikke varene denne butikken har på tilbud på grunn av snar utløpsdato. Dette gir kunden mulighet for å handle billig hvis vedkommende likevel skal bruke varene før utløpsdato, og butikken vil få omsetning på varer som ellers ville blitt kastet. 
Der finnes ingen tilsvarende vår løsning i markedet."
1/30/2019,298826,MONEYFLOW AS,Investorweb,921446756,Oslo,VESTRE TOTEN,BØVERBRU,JA,NEI,2019,2021,4/9/2019,"Dette er et prosjekt som vil adressere et behov i markedet som i dag ikke har noen tilsvarende løsning. Vi ønsker å utvikle en webportal for investorer og start up bedrifter. I dag er det slik at grundere med gode ideer må henvende seg flere steder for å hente inn nødvendig kapital for sitt prosjekt. Det er svært tilfeldig om man finner den investoren som kan noe om prosjektet man ønsker å etablere et selskap på, og som vil kunne tilføre både kapital og kunnskap til prosjektet. Det finnes mange arenaer der man kan legge fram investeringsmuligheten, men dette krever innsikt og er svært tidkrevende. Tilsvarende er det vanskelig for investorer å finne de prosjektene som man kan noe om, og føler seg komfortabel til å investere i. Denne mangelen på en ensartet arena der ""alle"" i denne bransjen vet at man kan finne en match på investeringssiden, slik at både grundere og investorer forholder seg til denne møteplassen gjør at det er for tilfeldig om gode ideer får riktig finansiering, og dette igjen fører til at mange prosjekter som ville kunnet skape arbeidsplasser i Norge ikke får den starthjelpen som er nødvendig for å lykkes."
1/30/2019,298827,TELEPLAN GLOBE AS,Analysefunksjonalitet og maskinlæring,926981595,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2021,3/6/2019,"Teleplan Globes innovative plattform muliggjør automatisert innsamling fra forskjellige kilder (f eks video, bilder og andre sensordata), maskinlæringsbasert analyse og sikker distribusjon i nær sann tid. Dette er en nyskapning i forhold til mer tradisjonelle metoder innenfor forsvar og samfunnssikkerhet, og vil kunne benyttes i flere produkter og markedsområder."
1/30/2019,298835,JPT AS,Ergonomisk sveisepistol,994785419,Rogaland,SANDNES,SANDNES,JA,NEI,2019,2020,4/9/2019,"JPT har lang erfaring med reparasjoner og modifikasjoner av sveiseutstyr.
Spesielt er det behov for modifiserte sveisepistoler for spesialsveising, innvending i rør, trange tilkomster etc.
Standardpistoler er også stive i overgangen mellom pistol og fremføringsledning som krever kraft for å få de i riktig sveiseposisjon. For kortere sveiseoperasjoner fungerer dette greit men for time etter time med sveising i industrielle sammenheng sliter dette på armer, skuldre og muskler med plager og sykemelding som følge.
Vi har tidligere modifisert sveisepistoler med f.eks. forlengelse av munnstykke opp til 50 cm for å komme til innvendig i rør eller andre trange tilkomster. Videre har vi gjort enkle løsninger for å kunne stille inn et antall forvalgte strømstyrker og matehastigheter med bryter på pistolhåndtak.
Basert på et klart behov og interesse fra ledende leverandører av sveisemaskiner har vi startet et prosjekt for å utvikle en helhetlig løsning med fleksibilitet eller modularisering for enkelt å kunne tilpasses forskjellige spesialoppgaver og forskjellige sveisemaskinfabrikat. Løsningen skal også utvikles for langt bedre ergonomi bl. annet med en egen ide
for ""universalledd"" mellom slange og pistol som gir bedre balanse under sveising og reduserer momentet for å bøye pistolen i forskjellige sveisevinkler. Den nye løsningen vil også utvikles med en programforvelger på pistolhåndtaket som kan stilles med hansker på."
1/30/2019,298836,VIEW SOFTWARE AS,Automatisering av eiendomsdrift,979443471,ukjent,MOSS,MOSS,JA,NEI,2019,2019,4/9/2019,"Dette prosjektet skal utvikle «Estata», en ny generasjon eiendomsforvaltningssystem for store og små aktører i offentlig og privat sektor. Systemet skal effektivisere behandlingen av gjentagende oppgaver gjennom automatisering, økt selvbetjening og støtte nye tjenester som parkering, adgangskontroll og sikkerhet."
1/30/2019,298838,INDICO SYSTEMS AS,Sanntidsmonitorering og -distribusjon av avhør,984296126,ukjent,GRIMSTAD,GRIMSTAD,JA,NEI,2019,2019,3/18/2019,"Indico Systems utvikler skybasert opptaksfunksjonalitet for justissektoren. Systemet skal muliggjøre
lokasjonsuavhengig sikker monitorering og analysering av avhør samt lokasjonsuavhengig strømming av avhør som lar observatører og interessenter fjernmonitorere. Gevinstene av det, er at maskinvarebehovet reduseres betraktelig og vi vil frigjøre mye areal i politihusene. Gjenfinning av bevismateriale blir en vesentlig raskere, enklere og sikrere prosess ved at alle opptak blir samlet på én og samme skyløsning eller eventuelt på en lokal server. Justissektoren etterspør kostnads- og brukseffektiv avhørsteknologi og dette prosjektet skal møte de fremtidige kravene til moderne politihus."
1/28/2019,298841,OVITAS AS,Data fra dokumenter for en digital byggeplass,982739292,Oslo,OSLO,OSLO,JA,NEI,2019,2019,3/29/2019,"Norsk Byggevarebase (NOBB) er en produktdatabse for byggenæringen. Databasen inneholder detaljert informasjon om produktene, og tilbyr avanserte søkefunksjoner. God datakvalitet er grunnleggende for at NOBB skal fungere tilfredsstillende for sine brukere.
Applikasjonen vi utvikler nå blir et viktig ledd i å forsyne NOBB med data fra den nå tilgjengelige produktdokumentasjonen.
De fleste produktene har i dag dokumentasjon kun i form av trykte eller elektroniske dokumenter. Mens disse kan være tiltalende og lett forståelige for mennesker, er det ofte utfordrende å finne konkrete egenskaper av produktet, for mennesker så vel som for automatiske prosesser.
Det å identifisere de relevante produktegenskapene er imidlertid avgjørende for funksjoner som søk basert på egenskaper (som f.eks. lengde eller bredde), eller sammenligning av lignende produkter.
Applikasjonen vår kommer til å hjelpe med nettopp dette. Ved å lese produktdokumentene kommer den til å finne produktegenskapene og levere dem i et format som kan lastes inn i NOBB og dermed gjøres tilgjengelig for aktørene i byggenæringen."
1/31/2019,298846,REAL LOFOTEN AS,Ny metode for produksjon av tørrfisk,987494778,Nordland,FLAKSTAD,SUND I LOFOTEN,JA,NEI,2019,2019,4/9/2019,Prosjektets målsetning er å utvikle en ny prosess for produksjon av tørrfisk.
1/31/2019,298848,SUFI AS,Forskning på nye metoder for sløying og nedfrysing av fisk i tørrfiskproduksjon,975922081,Nordland,FLAKSTAD,SUND I LOFOTEN,JA,NEI,2019,2020,4/9/2019,Vi skal forske på bruk av nye fryse- og sløyemetoder i tørrfiskproduksjon.
1/31/2019,298849,SUFI AS,Utnyttelse av biprodukt fra fisk til å utvikle nye produkter og produksjonsprosesser,975922081,Nordland,FLAKSTAD,SUND I LOFOTEN,JA,NEI,2019,2019,4/9/2019,Målet med prosjektet er å utvikle nye produkter basert på biprodukter av fisk.
1/31/2019,298863,MANDAL MEKANIKK AS,Spesialmaskin-3-Del-2,912212572,ukjent,MANDAL,MANDAL,JA,NEI,2019,2019,5/23/2019,"Prosjektet tar sikte på å utvikle en ""Spesialmaskin"" som er best mulig med hensyn på kapasitet og produsert kvalitet.  I tillegg er det viktig at ""Spesialmaskin"" kan fremstilles til konkuransedyktig pris og kvalitet."
2/1/2019,298870,LABS2 NORGE AS,Prosess-styrt portal for fiberbestilling,980187616,ukjent,LIER,LIERSKOGEN,JA,NEI,2019,2020,3/19/2019,Prosjektet skal utvikle et nytt automatisert støttesystem for planlegging og utrulling av bredbånd. Systemet skal standardisere utbyggingsprosessen og redusere den tekniske kompleksiteten for utbyggeren. Dette skal gjøre det mulig for bredbåndsutbyggere å bygge ut mer kostnadseffektivt og med høyere kvalitet enn før.
2/2/2019,298880,YTTERØYKYLLING AS,Forske på nye problemstillinger ved saltreduksjon og fjerning av allergener i alle kyllingprodukter,994065122,Trøndelag,LEVANGER,YTTERØY,NEI,JA,2019,2021,4/9/2019,
