Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
2/27/2020,312066,HOFLAND INDUSTRIER AS,Hoflandia Miljø,923774173,Oslo,Oslo,OSLO,NEI,JA,3/11/2020,2020,2023,Miljø,"Vi skal eksportere brukte gjenstander fra Norge til Tallinn/EU. Kjedelig tenker du - bra! Da kan vi gjøre dette i fred og mak for oss selv. Det blir nok morsommere for deg å lese om ""de norske Hofland-brødrene med Nobelpris i Økonomi for å ha endret den lineære økonomien""."
2/27/2020,312067,NORSE TECHNOLOGY AS,Lubrikatorramme (Wireline Safe Frame),985644942,Rogaland,Sandnes,SANDNES,JA,NEI,3/19/2020,2020,2021,Olje og gass,Prosjektet skal effektivisere og gjøre WL operasjoner sikrere.
2/27/2020,312068,H P Holmeset AS,Robotisering av produksjonslinje,929487788,Møre og Romsdal,Ålesund,ÅLESUND,JA,NEI,5/29/2020,2020,2020,Marin/sjømat,"H P Holmeset ønsker å utvikle et autolinefartøyet med meget lavt energiforbruk, topp kvalitet på produktet og en sikker arbeidsplass. Fartøyet skal inneholde mange nye tanker som skal sikre at man får svært høy kvalitet på produktet, samt får bedre totalpris på fisken som fiskes opp."
2/27/2020,312069,TRAPPERINGEN AS,"Forlengelsen, Stairwell - Verktøy for digital oppmåling og design bearbeiding i trapperom",885007872,Vestland,Bergen,EIDSVÅG I ÅSANE,JA,NEI,3/3/2020,2020,2021,Bygg/anlegg,Vi skal gjennom prosjektet utvikle et verktøy som kan benyttes av alle til å gjennomføre oppmåling av trapperom enklere og mer nøyaktig ved bruk av Augmented Reality.
2/27/2020,312070,S. RISA AS,Tunellvasker (uniarm 1100),988934852,Rogaland,Time,UNDHEIM,JA,NEI,3/31/2020,2020,2022,Transport og samferdsel,Prosjektet skal utvikle en maskin som utfører en mer effektiv tunellvask.
2/27/2020,312072,JØTUL AS,Fire Chamber Technology for Wood Stoves,989519247,Viken,Fredrikstad,FREDRIKSTAD,JA,NEI,3/26/2020,2020,2023,Miljø,Jøtul AS develops new innovative fire chamber.
2/27/2020,312074,ITF INTERNETT TRAFIKK FORMIDLING AS,Forlengelse: System for moderne taxidrift,984797370,Viken,Bærum,LYSAKER,JA,NEI,3/31/2020,2020,2022,Transport og samferdsel,ITF Internett Trafikk Formidling AS skal utvikle systemer for drosjedrift.
2/27/2020,312077,LYNGEN NORTH AS,Nordlys sanntids alarm,979933045,Troms og Finnmark - Romsa ja Finnmárku,Nordreisa - Ráisa - Raisi,ROTSUND,JA,NEI,3/25/2020,2020,2022,Reiseliv,"Lyngen North AS utvikler sanntids alarm for nordlys i form av en mobil app. Ved hjelp av maskin læring og tusenvis av bilder av nattehimmelen skal systemet lære seg å varsle når nordlyset dukker opp på himmelen. Alarmen vil være til glede for turister og andre som ønsker å oppleve nordlyset. 

Med prosjektet ønsker bedriften å bidra til at flere legger nordlys ferien til Lyngenfjord regionen."
2/28/2020,312081,PROFIXIO NORGE AS,Utvikling av Sporting PRO 2.0,914217342,Troms og Finnmark - Romsa ja Finnmárku,Målselv,BARDUFOSS,JA,NEI,4/1/2020,2020,2021,IKT-næringen,Utvikling av Sporting PRO 2.0
2/28/2020,312083,MILLBA AS,Forlengelse av levetid på ferskt bakverk,980786706,Vestfold og Telemark,Skien,SKIEN,JA,NEI,3/19/2020,2020,2021,Vareproduserende industri,"Matsvinn har gjennom mange år vært et økende problem i den vestlige verden. Matsvinnet oppstår både i forbindelse med lagring hos produsenter og grossister, men også i forbindelse med salg i butikk og hjemme hos konsumentene.

Matsvinnet gjør at man bruker mye ressurser både i form av råvarer, arbeidstimer, lagring og frakt av produkter som blir kastet isteden for at de spises eller drikkes.

En forlengelse av holdbarheten på produktene vil redusere svinnet betydelig. En forlengelse av holdbarheten forutsetter at man tilpasser både resepter, prosesser og emballasje slik at produktens kvalitet fremstår som identisk på slutten av holdbarhetstiden slik at man ikke merker endringene som er gjort. Produkter som selges som ferske er ofte pakket i butikk, og det å finne gode løsninger sammen med kundene blir en viktig del av prosjektet."
2/28/2020,312084,FUTURE SOLUTIONS AS,"Forlengelsen, Ny tanker om teknologifrykt: bruk av industri 4.0 som et verktøy for økonomisk vekst",988194778,Vestland,Bømlo,MOSTERHAMN,JA,NEI,4/27/2020,2020,2022,Administrasjon,"Vi skal gjennom prosjektet utvikle et online kure for å styrek norske bedrifter, uansett hvor de er."
2/28/2020,312090,PROCON DIGITAL AS,Procon Interaktiv Plattform (PIP),916619014,Viken,Lillestrøm,SKEDSMOKORSET,JA,NEI,4/27/2020,2020,2020,IKT-næringen,"Prosjektet skal resultere i en plattform for å tilby brukerkonfigurerte, interaktive informasjonskiosker."
2/29/2020,312095,PURE LOGIC AS,Nostradamus for bedrifter,915684041,Viken,Bærum,LYSAKER,JA,NEI,3/23/2020,2020,2022,IKT-næringen,"Prosjektet skal bidra til at bedrifter kan gjøre bedre valg tidlig ved å ta i bruk moderne metoder og verktøy for beslutningsstøtte (ASK og MIME). I et samfunnsøkonomisk perspektiv vil prosjektet redusere utviklingstid i nye byggeprosjekter, gi et bedre bilde av finansiell risiko i virksomheter, og dypere tverrfaglig innsikt gir mulighet til å ta opplyste bærekraftige valg som gir mer stabile arbeidsplasser i en verden som endrer seg stadig raskere."
2/29/2020,312096,FIRDA FYSIKALSK MEDISINSK SENTER AS,Bruk av CT og MRI 3T ved atlanto-axial rotasjonsinstabilitet,981524624,Vestland,Gloppen,SANDANE,JA,NEI,3/11/2020,2020,2024,Helsenæringen,"Mange personer plagast med nakke/ hovudsmerter. Fleire har tidlegare gjennomgått eit eller fleire traumer mot nakken/ hovudet. Pasienter og helsepersonell trur der kan vere ein samanheng mellom tidlegare traumer og seinare smerter, med nedsatt funksjonsevne. Mange får såpass sterke smerter, med dertil tap av funksjon at dei fullt og heilt dett utanfor normal familieliv, sosialt liv og arbeidsliv.

Desse vitenskaplege prosjekta, initiert frå Firda fysmed senter sitt arbeid med diagnostikk og rehabilitering av nakkeskade - har som mål på ein betre måte å utvikle metoder for sikker og resultatorientert diagnostikk. Desse resultata skal igjen gje oss muligheita til å utvikle effektive tiltak som kan redusere smerter og auke funksjonsnivået for dei nakkeskadde."
2/29/2020,312097,KLAVENESS FOOTWEAR AS,Utvikle en ny teknologi for pasient tilpasset bunnkonstruksjon i fottøy.,913419561,Vestfold og Telemark,Sandefjord,SANDEFJORD,NEI,NEI,,2020,2021,ukjent,"Klaveness Footwear AS skal utvikle nye teknologier for å oppnå mer fleksibilitet i tilpasning av ortopedisk fottøy.
Det skal utvikles nye design, materialkombinasjoner, bedre prosesser og ikke minst effektivisere hele verdikjeden."
2/29/2020,312098,MARNA ENGINEERING AS,Metallprinting styringsalgoritmer,997414322,Agder,Lindesnes,MANDAL,JA,NEI,3/20/2020,2020,2022,Vareproduserende industri,"3 D printing med metall er blitt et marked i sterk vekst og med stor industriell betydning. Vanligvis er slike printere basert på laserteknologi. Marna Engineering har under utvikling en metall printer etter FFF prinsippet (Fused Filament Fabrication). Her bringes sammen elementer fra plastprinting og metallprinting  til et enklere konsept for metallprinting til en brøkdel av prisen. I stedet for spesialpulver benytter vi vanlig aluminium sveisetråd som produksjonsmateriale. Tråden varmes opp i en ekstruder, og smeltet aluminium legges ut og størkner, lag for lag, til et ferdig 3 D print. 

Styring av metallprinteren handler  i stor grad om å kontrollere forholdene rundt utleggingen av aluminiumssmelten. Størrelsen og formen på smeltebadet kan reguleres ved forskjellige kombinasjoner av parametere som printhastighet og oppvarmingstemperatur. Disse parameterne må i tillegg tilpasses til det enkelte printobjektets geometri så vel som til brukerens ønskede innstillinger av printlagenes høyde og bredde. 

I dette prosjektet ønsker vi å se på forskjellige kontrollstrategier for printprosessen. Ved å koble datasimulering med praktiske tester i laboratoriet ønsker vi å analysere hvordan parametrene temperatur og hastighet kan kombineres for å gi et optimalt smeltebad."
2/29/2020,312099,MYWORKOUT AS,FORLENGELSE Forsterket trening for bærekraftig aldring,912663272,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,JA,NEI,3/24/2020,2020,2020,Helsenæringen,Se beskrivelse i prosjekt 284927.
2/29/2020,312101,STOREBRAND HELSEFORSIKRING AS,FORLENGELSE Forsterket helseforsikring for økt verdiskaping og bærekraftig aldring,980126196,Viken,Bærum,LYSAKER,JA,NEI,3/24/2020,2020,2020,Helsenæringen,Se beskrivelse i prosjekt 291823.
3/1/2020,312103,DYNATEC SMV AS,Fast Repeatable On Narrow Tolerances FRONT,950392290,Viken,Indre Østfold,ASKIM,JA,NEI,3/19/2020,2020,2022,Vareproduserende industri,DynatecSMV jobber med et system for ubemannet maskinering av høyfaste legeringer med skarpe toleransekrav.
3/1/2020,312105,MØRE MARITIME AS,"Integrerte ""fartøy-fabrikk"" konsept for høsting og transport av høyverdig tare",985464138,Møre og Romsdal,Kristiansund,KRISTIANSUND N,JA,NEI,3/25/2020,2020,2020,Marin/sjømat,"Prosjektet er en videreføring og ferdiggjøring av prosjektet ""integrerte fartøy-fabrikk konsept for høsting og transport av høyverdig tare"". Resultatet fra prosjektet skal være flere fartøykonsepter for innfasing av industriell tarefangst og dyrking. Prosjektet skal posisjonere Møre Maritime for et kommende fremtidig marked, samt bidra til å realisere en industriell tareindustri."
3/1/2020,312106,NORTROLL AS,Power system protection and control in digital substations.,931321099,Trøndelag - Trööndelage,Levanger,LEVANGER,NEI,JA,3/23/2020,2020,2022,Energi,The core objective of the Nortroll project is to develop new products and disseminate the knowledge required to securely utilize digital substations in the future power system. This project enables us to develop our business further and extend our product range and is a strategic project for our business.
3/1/2020,312107,LETNES ENTREPRENØR AS,Utvikling av vekstjord av 0-stoff og jordmasser,919605960,Trøndelag - Trööndelage,Inderøy,INDERØY,JA,NEI,3/24/2020,2020,2023,Landbruk,I pukkverk blir det til overs en del 0-stoff som i dag kjøres til deponi. Denne ressursen vil vi utnytte ved å utvikle resepter for blanding av 0-stoff fra forskjellige typer bergarter og siktet jord fra tilkjørte jordmasser fra graveoppdrag. Vi skal utvikle en type vekstjord som kan brukes i utbyggingsprosjekter til feks plenjord. Finner vi fram til vellykkede jordforbedringsresepter vil vi senere forsøke å kommersialisere jordblandingen for salg gjennom forhandlere.
3/1/2020,312108,LETNES FJELLSPRENGNING AS,MWD-data i planlegging av boring og sprengning,814423522,Trøndelag - Trööndelage,Inderøy,INDERØY,JA,NEI,3/20/2020,2020,2023,"Bygg, anlegg og eiendom","Vi skal utvikle et system for analyse av MWD-data sammen med fjellprøver og video fra prøveboring. Utfra disse analysene skal vi lage 3D-kart over hvilke typer kvaliteter man finner i de forskjellige lagene i fjellet. Basert på disse kan man planlegge en bedre utnyttelse av fjellet, planlegge boring og sprengning mer detaljert, både hvor og hvor dypt, slik at man kan ta ut masser av den kvaliteten man ønsker."
3/1/2020,312109,NAMDAL SETTEFISK AS,Utvikle nye styrings- og kontrollsystemer for produksjons- og avvikskontroll.,987245069,Trøndelag - Trööndelage,Namsos,FOSSLANDSOSEN,NEI,JA,3/26/2020,2020,2022,Fiskeri og havbruk,"Vi skal utvikle ny produksjonsteknologi for å kunne samle metadata fra alle utstyrsplattformer i bedriften for å analysere, overvåke og styre produksjonsprosessene. Ved å integrere produksjonssystemene vil vi oppnå bedre effektivitet, lønnsomhet og kvalitet."
3/1/2020,312111,NAMDAL TORSK AS,Utvikling av nye prosesser for optimal kvalitet på oppdrettstorsk,816808812,Trøndelag - Trööndelage,Namsos,FOSSLANDSOSEN,NEI,JA,4/24/2020,2020,2022,Marin/sjømat,"Vi skal utvikle prosesser for å optimalisere fiskevelferd og minske stress for oppdrettstorsk. Dette gjelder feks optimal størrelse og dybde på merder, antall fisk, hvor dypt merden ligger, bruk av lys for å utsette kjønnsmodning, hvilke foringsfrekvens/mengde er optimal osv. Resultatene av tiltakene ser vi av observert adferd i merdene, reduksjon i sykdom og dødelighet, vekstrate, forsinket kjønnsmodning, reduksjon i rømning osv."
3/1/2020,312112,ODD HANSEN AS,Automatisk prosjektering og styring av spesialtilpassede kundeprosjekter,971090715,Rogaland,Karmøy,KOPERVIK,NEI,JA,4/15/2020,2020,2022,"Bygg, anlegg og eiendom","Våre systemer for design, konstruksjon, prosjektering og prosjektstyring skal fullintegreres, og prosjektets hovedutfordringen er å utvikle en felles plattform og database som alle enheter kommuniserer med. Målet er å rasjonalisere og forenkle prosessene fra konstruksjon til prosjektering, automatisering av bestillingsfunksjoner og styring av personell på byggeplass osv, samt at endringer underveis automatisk oppdaterer alle ledd i prosjektet med nødvendig data."
3/1/2020,312113,BIGERA AS,Samarbeidsprosjekt Odd Hansen AS: Automatisk prosjektering og styring spesialtilpassede prosjekter,993140554,Rogaland,Haugesund,HAUGESUND,NEI,JA,4/20/2020,2020,2022,"Bygg, anlegg og eiendom","Vi er bygningsentreprenøren og vil samarbeide om utvikling av systemene for design, konstruksjon, prosjektering og prosjektstyring med vår hovedleverandør som er Odd Hansen AS. Målet er å lage dype integrasjoner for å kunne for å få en sømløs dataflyt fra prosjektering, automatisering av bestillingsfunksjoner og styring av personell på byggeplass osv, samt at endringer underveis automatisk oppdaterer alle ledd i prosjektet med nødvendig data."
3/1/2020,312114,ASIA AS,Anvendelse av ny teknologi på nye måter i restaurantbransjen,940965098,Oslo,Oslo,OSLO,NEI,JA,3/17/2020,2020,2022,Reiseliv,"Vi skal utvikle et helt nytt driftskonsept der vi ved datafangst fra alle systemer analyserer driften. Vi skal utvikle systemer for statistikk og dataanalyse som kan predikere alt fra belegg og bestillinger til innkjøp og produksjonskapasitet, slik at driften kan planlegges bedre og bli mer effektiv enn idag. For å kunne utvikle og implementer dette kreves det full digitalisering og utvikling av ny kunnskap for alle ansatte. Resultatet blir mer fornøyde gjester, og mer effektiv drift."
3/1/2020,312115,DUUN INDUSTRIER AS,Markedsdrevet produktutvikling for rask vekst,922742189,Trøndelag - Trööndelage,Levanger,ÅSEN,NEI,JA,3/31/2020,2020,2022,Landbruk,"- Utvikle metoder og verktøy for markedsdrevet integrert produktutvikling for rask vekst. 
- Utvikle digitale verktøy for beslutningsstøtte for analyse av stordata fra flere eksterne kilder. 
- Utvikle metoder for kunnskapsbasert modularisering produkter utfra stordata, erfaring og varierte datakilder.
- Utvikle modeller for smart planlegging og styring, effektiv informasjonsflyt, rask kommunikasjon, oppskalering og mer effektiv produksjonsflyt."
3/1/2020,312116,ERLING FOSSENG TREINDUSTRI AS,Utvikle nye konstruksjons- og byggeteknikker for tretrapper,931889443,Trøndelag - Trööndelage,Ørland,LYSØYSUNDET,NEI,JA,3/25/2020,2020,2022,Bygg/anlegg,"Vi skal systematisk undersøke hvilke faktorer som forårsaker knirk i innendørs tretrapper, og teste ut konstruksjonsmetoder og byggemetoder som kan redusere og fjerne problemet med knirk, uavhengig av ytre miljøfaktorer som temperaturendringer og variabel luftfuktighet."
